gx,gy,n_violations,n_days_active,road_class,poi_demand,severity,criticality,lat,lon,top_station,peak_hour,dominant_poi,name,CIS,CIS_rank
17248,2871,45,21,1.0888888888888888,0.5333333333333333,1.4111111111111112,1.3866666666666667,12.92229254756071,77.61941121883788,Madiwala,10,poi_market,BTP137 - Madiwala Traffic PS Junction,23.439109583191268,478
17228,2892,33,6,1.4696969696969697,0.0,1.8484848484848484,2.1484848484848484,13.015135833333334,77.52964050303031,Rajajinagar,12,none,3rd Cross Road,23.427519636624854,479
17278,2862,25,13,1.88,0.0,1.72,1.9040000000000001,12.883319459927721,77.75233452326485,No Police Station,4,none,Sarjapura Main Road,23.40468610893285,480
17276,2879,42,19,1.6428571428571428,0.023809523809523808,1.7619047619047619,1.7428571428571429,12.956915502380953,77.74489347142857,Whitefield,13,poi_transit,Varthur Main Road,23.39003807748468,481
17237,2865,65,36,1.9076923076923078,0.0,1.5615384615384615,1.3,12.894246493846154,77.56830330923077,K.S. Layout,11,none,Bikasipura Main Road,23.37525184634869,482
17250,2891,63,32,1.9523809523809523,0.031746031746031744,1.5634920634920635,1.280952380952381,13.012671995238096,77.62619906825397,Banaswadi,3,poi_school,Sri Vinayaka Temple Main Road,23.35260375582379,483
17263,2848,45,14,1.0,0.0,1.0888888888888888,2.7,12.81997228222222,77.68767415111111,Electronic City,9,none,Hosur Road,23.305776249857935,484
17222,2870,51,7,1.0588235294117647,0.8431372549019608,1.0,1.2607843137254902,12.917050117647058,77.50018557647059,Kengeri,11,poi_techpark,Global City Tech Park Road,23.271901537968755,485
17251,2874,135,32,1.874074074074074,0.0,1.411851851851852,1.2266666666666666,12.933566006666668,77.6306862874074,Adugodi,3,none,Srinivagilu Main Road,23.270158060551292,486
17250,2896,131,22,1.6030534351145038,0.0,2.0290076335877862,1.2183206106870228,13.034808329007634,77.62606862442748,K.G. Halli,2,none,5th Cross Road,23.24478237484383,487
17232,2892,52,21,1.3653846153846154,0.1346153846153846,1.9,1.5346153846153845,13.016094069230768,77.54621607884616,Rajajinagar,3,poi_transit,MEC Road,23.18444753368164,488
17241,2868,50,28,1.91,0.0,1.376,1.598,12.90817307,77.586454726,J.P. Nagar,8,none,"BTP221 - 15th Cross, 24th Main, JP Nagar",23.168599144447576,489
17254,2884,83,18,1.0240963855421688,0.4939759036144578,1.5180722891566265,1.2481927710843372,12.979937297590363,77.64514283012048,Jeevanbheemanagar,6,poi_hospital,Sir CV Raman Hospital Road,23.097867270699755,490
17248,2888,175,51,1.1028571428571428,0.0,1.4228571428571428,1.3645714285714285,12.997933566285715,77.61782132685714,Pulikeshinagar(F.Town),9,none,Madhavaraya Mudaliar Road,23.089895825537468,491
17241,2866,58,38,1.956896551724138,0.0,1.3362068965517242,1.3689655172413795,12.900186048275863,77.58586600000001,J.P. Nagar,11,none,24th Main Road,23.07668351565949,492
17263,2929,245,37,1.0,0.0,1.536734693877551,1.48,13.18390672612245,77.68595024571428,Chikkajala,4,none,Unnamed Road,23.05878510184566,493
17231,2891,53,24,1.9245283018867925,0.018867924528301886,1.3867924528301887,1.5754716981132075,13.01040943773585,77.54348793396227,Rajajinagar,4,poi_transit,8th Main Road,23.028964789050974,494
17260,2855,1,1,1.5,1.0,1.5,1.5,12.8486901,77.6710521,Electronic City,6,poi_techpark,1st C Cross Road,23.0,495
17260,2853,2,2,1.5,1.0,1.5,1.35,12.842777250000001,77.674207,Electronic City,1,poi_techpark,2nd Main Road,22.99905930580252,496
17266,2880,43,22,2.383720930232558,0.023255813953488372,1.5348837209302326,1.2348837209302326,12.961173704651163,77.7013425744186,HAL Old Airport,6,poi_school,Outer Ring Road,22.921958789800787,497
17262,2873,71,26,1.7464788732394365,0.04225352112676056,1.5704225352112675,1.411267605633803,12.929247090140844,77.68101787323944,Bellandur,6,poi_techpark,Outer Ring Road,22.919521982908375,498
17263,2853,7,5,1.7142857142857142,0.0,1.2857142857142858,2.742857142857143,12.842443071428571,77.68676034285714,Electronic City,3,none,2nd Cross Street,22.919454200742216,499
17243,2881,96,42,1.2083333333333333,0.041666666666666664,1.565625,1.4479166666666667,12.9666591375,77.59519448854167,Halasuru Gate,6,poi_mall,BTP203 - RRMR Junction,22.916736077515107,500
17237,2882,53,24,1.2264150943396226,0.11320754716981132,1.5660377358490567,1.7867924528301888,12.971185867924529,77.56850377547171,Chamarajpet,2,poi_hospital,BTP048 - Shanthala Junction,22.912612587793113,501
17216,2886,36,25,1.875,0.0,1.4583333333333333,1.6944444444444444,12.988096766666667,77.47385790277778,Kamakshipalya,4,none,Magadi Main Road,22.890921699113605,502
17248,2915,57,14,1.9649122807017543,0.0,1.6842105263157894,1.5175438596491229,13.12125471754386,77.61795705614036,Yelahanka,4,none,Bagaluru Main Road,22.855909817598118,503
17253,2862,43,19,1.6511627906976745,0.023255813953488372,2.0348837209302326,1.5,12.881336673279343,77.64142832649827,Hulimavu,2,poi_techpark,12th Main Road,22.83591227817288,504
17274,2880,88,16,1.0,0.0,1.3011363636363635,2.265909090909091,12.96362909797824,77.73311165045703,Whitefield,10,none,Nallurahalli Road,22.832376642732246,505
17224,2883,67,33,1.9850746268656716,0.029850746268656716,1.492537313432836,1.2044776119402985,12.974199826865672,77.50916483134328,Jnanabharathi,3,poi_mall,Kengeri Main Road,22.82842827519243,506
17268,2866,22,13,1.8636363636363635,0.0,1.7954545454545454,1.8409090909090908,12.90101515909091,77.7094295,Whitefield,6,none,Sarjapura Main Road,22.820652324089995,507
17225,2873,106,40,1.0566037735849056,0.0,1.4933962264150944,1.6537735849056605,12.931780304046546,77.5155969157454,Kengeri,7,none,Sri Sri Sri Tiruchi Mahaswamiji Road,22.739015254790278,508
17218,2869,62,29,1.6774193548387097,0.0,1.5080645161290323,1.5467741935483872,12.913919546419999,77.48196075117845,Kengeri,5,none,Kengeri Main Road,22.721352678803612,509
17247,2873,76,35,1.631578947368421,0.02631578947368421,1.4407894736842106,1.4092105263157895,12.931961607894737,77.61371943421052,Adugodi,11,poi_hospital,BTP140 - Madiwala Check Post,22.710497301382567,510
17248,2875,85,16,1.9352941176470588,0.011764705882352941,1.2835294117647058,1.5741176470588236,12.939768147058823,77.61970040117646,Adugodi,3,poi_school,20th Main Road,22.673294589620493,511
17254,2883,37,10,1.2027027027027026,0.5675675675675675,1.4675675675675675,1.354054054054054,12.974956,77.64604515945946,Jeevanbheemanagar,6,poi_hospital,Sir CV Raman Hospital Road,22.65361953105937,512
17241,2875,140,56,1.082142857142857,0.0,1.2507142857142857,1.4228571428571428,12.938920506428571,77.58509800571429,Wilson Garden,12,none,BTP187 - South End Circle,22.647154384290342,513
17249,2915,53,12,1.9622641509433962,0.0,1.6981132075471699,1.5377358490566038,13.121669375471697,77.62283128867925,Yelahanka,4,none,Bagaluru Main Road,22.61449938024594,514
17242,2870,13,9,1.7307692307692308,0.23076923076923078,1.4615384615384615,1.9230769230769231,12.916893969230768,77.5911573923077,Jayanagara,8,poi_mall,"BTP178 - 18th Main, Marenahalli",22.600751442781615,515
17250,2872,13,9,1.1923076923076923,0.7692307692307693,1.4230769230769231,1.3615384615384616,12.924615264452187,77.62819957400842,Adugodi,5,poi_school,Sarjapur Marathahalli Road,22.575110417140596,516
17260,2864,13,6,1.0,0.3076923076923077,1.5384615384615385,2.3076923076923075,12.888837618955863,77.67215296001051,Bellandur,2,poi_school,Silver County Road,22.559725801755974,517
17263,2888,72,39,1.1597222222222223,0.0,1.5388888888888888,1.6708333333333334,12.999710881127791,77.68661336318476,Mahadevapura,2,none,Whitefield Road,22.541847436680058,518
17243,2884,246,47,1.0,0.052845528455284556,1.2630081300813008,1.3252032520325203,12.980856529674796,77.5961301808943,Cubbon Park,4,poi_metro,BTP042 - Minsk Square Junction (CTO),22.53735881815749,519
17225,2898,120,36,1.0791666666666666,0.0,1.6025,1.5708333333333333,13.041893003333334,77.51469745916667,Peenya,11,none,KIADB Road,22.53376544054068,520
17245,2886,128,46,1.01171875,0.0,1.521875,1.4859375,12.989306197521325,77.60391599139273,Shivajinagar,3,none,Cock Burn Road,22.527991150324972,521
17240,2878,201,32,1.0024875621890548,0.004975124378109453,1.4701492537313432,1.5875621890547265,12.954156597512437,77.58295874179105,City Market,9,poi_market,BTP120 - Lalbagh Main Gate Junction,22.50283077371586,522
17232,2887,1,1,1.0,1.0,2.0,1.5,12.9955027,77.5461576,Vijayanagara,10,poi_hospital,BTP205 - Modi Hospital Junction,22.5,523
17267,2845,1,1,1.0,0.0,2.5,3.0,12.8026667,77.7043117,No Police Station,5,none,ANK MD 4,22.5,524
17268,2887,13,6,1.3076923076923077,0.6923076923076923,1.5,1.4076923076923078,12.992658976923078,77.70727861538461,Mahadevapura,7,poi_techpark,Whitefield Road,22.4828027248329,525
17243,2878,54,24,1.4351851851851851,0.2037037037037037,1.6018518518518519,1.3944444444444444,12.952511824074074,77.59524192777778,Wilson Garden,11,poi_transit,BTP103 - Shanti Nagar TTMC,22.482670994709526,526
17231,2880,348,43,1.0574712643678161,0.005747126436781609,1.1637931034482758,1.3689655172413793,12.964315581321838,77.54118386551724,Vijayanagara,11,poi_transit,"BTP016 - 5th Main Road, RPC Layout",22.46221148228457,527
17253,2893,109,43,1.5137614678899083,0.0,1.2064220183486238,1.4018348623853212,13.021534073394495,77.63980409082569,Banaswadi,10,none,5th Main Road,22.423690265363636,528
17227,2875,201,37,1.0024875621890548,0.0,1.4134328358208956,1.5383084577114428,12.940293391044776,77.52434947661692,Byatarayanapura,11,none,BTP098 - Nayandahalli Junction,22.400840723964617,529
17225,2880,27,20,1.5555555555555556,0.1111111111111111,1.6851851851851851,1.7,12.960701970370371,77.51321507407408,Jnanabharathi,0,poi_mall,Nagarabhavi Main Road,22.38786967054385,530
17254,2871,78,34,1.7756410256410255,0.0,1.5192307692307692,1.2692307692307692,12.920482107692306,77.64506881538462,HSR Layout,4,none,19th Main Road,22.343068856743013,531
17244,2881,144,46,1.0,0.0,1.4847222222222223,1.4541666666666666,12.967491863888888,77.60026349097222,Ashok Nagar,5,none,"BTP099 - Cash Pharmacy, Residency Road",22.32889246443599,532
17266,2868,61,20,1.9508196721311475,0.0,1.4344262295081966,1.4901639344262296,12.906537238072492,77.69770289575644,Bellandur,4,none,Sarjapura Main Road,22.27778254954989,533
17232,2894,73,29,1.2465753424657535,0.0,1.6712328767123288,1.652054794520548,13.025677605479453,77.54571552191781,Yeshwanthpura,3,none,Mumbai Bengaluru Highway,22.272303869427457,534
17277,2883,5,3,1.8,0.2,1.5,2.2399999999999998,12.97534134,77.75086157999999,Whitefield,8,poi_techpark,Whitefield Main Road,22.25640545379267,535
17241,2891,2,2,2.0,0.0,2.5,2.1,13.01291745,77.5884855,R.T. Nagar,3,none,Jayamahal Main Road,22.249059305802522,536
17238,2875,256,47,1.03515625,0.04296875,1.1640625,1.328125,12.940679488671876,77.57237594726563,Basavanagudi,4,poi_mall,BTP109 - Dewan Madhava Rao Junction,22.238973914836873,537
17240,2885,119,44,1.2016806722689075,0.0,1.5008403361344538,1.3823529411764706,12.985747313445378,77.58105581008404,High ground,10,none,BTP054 - Shivananda Circle,22.23371191488948,538
17229,2876,14,6,1.0,0.0,2.607142857142857,2.157142857142857,12.943914542857144,77.53097758571428,Byatarayanapura,8,none,BTP098 - Nayandahalli Junction,22.22301800873414,539
17242,2883,346,44,1.0,0.0,1.1554913294797688,1.3817919075144507,12.97717773815029,77.59025210895955,Cubbon Park,2,none,BTP041 - Gopal Gowda Circle,22.214073529068294,540
17276,2874,3,2,2.0,0.0,1.6666666666666667,2.5,12.935416433333332,77.74440026666667,Whitefield,8,none,Varthur Main Road,22.207346147990155,541
17260,2854,6,6,1.1666666666666667,1.0,1.4166666666666667,1.2,12.84669496947519,77.67214098548133,Electronic City,2,poi_techpark,Electronics City Phase 2 Road,22.197251448637616,542
17249,2890,103,8,2.1553398058252426,0.0,1.325242718446602,1.4194174757281552,13.006799039805825,77.62135237864078,Pulikeshinagar(F.Town),4,none,Lingarajapuram Flyover,22.19277646316559,543
17231,2861,41,21,1.8414634146341464,0.0,1.5,1.6317073170731708,12.875335256089997,77.5432069278914,Thalagattapura,10,none,Konanakunte Main Road,22.19067784716841,544
17249,2872,36,23,2.0833333333333335,0.0,1.4861111111111112,1.475,12.927166980555556,77.62098797499999,Madiwala,5,none,Domlur Inner Ring Road,22.184440217632122,545
17250,2888,79,25,1.9746835443037976,0.012658227848101266,1.4556962025316456,1.2620253164556963,12.999540221518986,77.62551201772152,Pulikeshinagar(F.Town),3,poi_techpark,Banaswadi Main Road,22.184092384997328,546
17228,2885,91,48,1.3076923076923077,0.0,1.3131868131868132,1.434065934065934,12.984301619084873,77.52835191605675,Kamakshipalya,12,none,G Narayana Kumar Road,22.16464864937434,547
17233,2900,182,44,1.054945054945055,0.005494505494505495,1.206043956043956,1.5005494505494508,13.051017494505494,77.55262583681318,Jalahalli,10,poi_market,Rajatha Bhavana Road,22.10791476823092,548
17242,2868,96,34,1.3489583333333333,0.03125,1.4895833333333333,1.4416666666666667,12.906813828125001,77.59132192187501,J.P. Nagar,4,poi_transit,BTP222 - Delmia Circle,22.105277744181773,549
17276,2901,2,2,1.0,0.0,3.0,2.5,13.05582405,77.74504675,K.R. Pura,4,none,Bommanahalli Road,22.08239263913585,550
17230,2893,86,27,1.2151162790697674,0.0,1.9534883720930232,1.4604651162790696,13.020166852325582,77.53765352209302,Rajajinagar,7,none,Kanteerava Studio Road,22.076926147744437,551
17253,2885,43,11,1.0,0.0,1.372093023255814,2.441860465116279,12.983925973334133,77.64067077620697,Jeevanbheemanagar,3,none,Old Madras Road,22.048315378948075,552
17240,2886,165,48,1.0121212121212122,0.0,1.529090909090909,1.3072727272727271,12.987367913333335,77.58062470363637,High ground,7,none,BTP054 - Shivananda Circle,22.038194781452784,553
17247,2898,44,19,1.25,0.0,1.5227272727272727,2.0318181818181817,13.042009602272726,77.6135889,K.G. Halli,12,none,MBT Road,22.012973246076598,554
17240,2869,44,11,2.25,0.0,1.4204545454545454,1.5,12.910679720454546,77.58149695227273,J.P. Nagar,0,none,BTP196 - Sarakki Main Road,22.00312476122811,555
17228,2898,5,2,1.0,0.0,2.6,2.5,13.04202638,77.52776628000001,Jalahalli,8,none,Pipeline Road,21.989738787126008,556
17227,2878,13,5,1.1923076923076923,0.0,2.076923076923077,2.3461538461538463,12.951298092307693,77.52163532307692,Byatarayanapura,0,none,Dr Rajkumar Puniya Bhoomi Road,21.977674519704692,557
17245,2887,59,33,1.0,0.13559322033898305,1.5847457627118644,1.6067796610169491,12.993262932203391,77.60499924576271,Pulikeshinagar(F.Town),11,poi_transit,Sultanji Gunta Road,21.973263169928334,558
17265,2940,2,1,1.0,0.0,3.0,2.5,13.2302231,77.6933171,Devanahalli Airport,7,none,Unnamed Road,21.949059305802518,559
17241,2883,153,48,1.0130718954248366,0.006535947712418301,1.4947712418300654,1.3281045751633986,12.976563568627451,77.58829026928105,Cubbon Park,8,poi_school,BTP037 - KR Circle,21.937462759084912,560
17242,2881,100,29,1.205,0.0,1.635,1.56,12.967899233999999,77.59148067299999,Halasuru Gate,23,none,BTP203 - RRMR Junction,21.93050120947363,561
17243,2894,70,19,1.9642857142857142,0.0,1.4442857142857142,1.4014285714285712,13.02444564,77.59399503571429,R.T. Nagar,3,none,10th Main Road,21.90806461722493,562
17246,2915,69,19,1.3333333333333333,0.043478260869565216,1.8768115942028984,1.5217391304347827,13.120568126086956,77.61022552463768,Yelahanka,3,poi_school,Bellary Road,21.900709508669124,563
17248,2886,165,52,1.006060606060606,0.0,1.2393939393939395,1.4048484848484848,12.987756195042634,77.61838792487197,Pulikeshinagar(F.Town),10,none,Tank Road,21.899810943068946,564
17277,2898,19,9,1.0526315789473684,0.0,2.121052631578947,2.2263157894736842,13.044911621052632,77.74923592631579,K.R. Pura,4,none,MBT Road,21.87641763287666,565
17210,2861,4,3,3.0,0.0,1.75,1.6,12.878552925000001,77.4453608,Kengeri,10,none,Kumbalgodu Flyover,21.871374459703375,566
17255,2887,60,4,1.0166666666666666,0.36666666666666664,1.05,1.945,12.992294233333332,77.65175507166667,Banaswadi,6,poi_transit,Krishnaiyyapalya Road,21.862956200885137,567
17246,2878,109,21,1.8990825688073394,0.0,1.4587155963302751,1.2541284403669724,12.951593149541285,77.60776047339449,Ashok Nagar,10,none,BTP132 - Anepalya Junction,21.83286457729024,568
17275,2902,4,2,1.0,0.0,2.25,2.75,13.062358275,77.741158425,K.R. Pura,3,none,Bommanahalli Road,21.821374459703375,569
17241,2876,174,33,1.2241379310344827,0.011494252873563218,1.2902298850574712,1.4735632183908045,12.945512560676768,77.5871890837649,Wilson Garden,2,poi_school,BTP185 - RV Teachers College,21.81944362187908,570
17236,2879,14,6,1.7142857142857142,0.0,1.6071428571428572,2.1928571428571426,12.958483814285714,77.56402525,Chamarajpet,8,none,BTP214 - 5th Main Chamrajpet  Junction,21.806351342067472,571
17235,2888,108,32,1.4583333333333333,0.0,1.3333333333333333,1.462962962962963,12.99755109537037,77.5595919388889,Malleshwaram,10,none,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",21.74328217745182,572
17269,2886,52,14,1.9519230769230769,0.0,1.5288461538461537,1.5115384615384615,12.989372675379574,77.71222096528096,Mahadevapura,10,none,Hoodi Main Road,21.703037277271385,573
17223,2900,48,24,2.0,0.0,1.4020833333333333,1.41875,13.051798441666667,77.507792025,Chikkabanavara,11,none,Hesaraghatta Main Road,21.701849045265387,574
17264,2890,93,34,1.0161290322580645,0.0,1.7043010752688172,1.567741935483871,13.007633906021505,77.69058655182795,K.R. Pura,1,none,MBT Road,21.67731934884113,575
17230,2890,3,2,2.0,0.0,1.8333333333333333,2.3333333333333335,13.009065733333335,77.53871266666667,Rajajinagar,2,none,Shreepuram Main Road,21.6517905924346,576
17229,2859,13,10,1.8461538461538463,0.07692307692307693,1.6153846153846154,1.8923076923076925,12.866473599999999,77.53455033846154,Thalagattapura,4,poi_school,Konanakunte Main Road,21.631520673550845,577
17278,2884,38,19,1.9473684210526316,0.02631578947368421,1.4473684210526316,1.5289473684210526,12.979832468421053,77.75152192631579,Whitefield,2,poi_techpark,Whitefield Main Road,21.63076295859502,578
17220,2900,40,29,1.1875,0.0,1.9,1.675,13.050746465,77.4932524725,Chikkabanavara,2,none,Mumbai Bengaluru Highway,21.628026697341742,579
17217,2885,57,14,1.9649122807017543,0.0,1.4298245614035088,1.5105263157894735,12.985524917036894,77.47962859245615,Kamakshipalya,11,none,Magadi Main Road,21.52550046087297,580
17237,2899,13,13,2.230769230769231,0.0,1.6153846153846154,1.6923076923076923,13.047238115384614,77.57033519230768,Kodigehalli,2,none,Outer Ring Road,21.518700160730333,581
17231,2896,1,1,2.5,0.0,3.0,1.5,13.0321971,77.5407268,Yeshwanthpura,1,none,Outer Ring Road,21.5,582
