cell,name,lat,lon,top_station,CIS,CIS_rank,n_violations,road_class,dominant_poi,peak_hour,demand_index,blind_spot,reliable,devices,evening_share,observed,archetype,intervention
17279_2889,Whitefield Main Road,13.003139294909252,77.75709408047788,Mahadevapura,26.154172381918688,371,104,1.9182692307692308,none,8,8.0,29.882220499719857,True,11,0.0,104,(low-volume cell),
17241_2895,11th Cross Road,13.028036748554912,77.58616476531792,R.T. Nagar,26.101447543303717,372,173,1.369942196531792,poi_mall,9,10.176470588235292,28.181103106216685,True,15,0.0,173,(low-volume cell),
17223_2901,Hesaraghatta Main Road,13.055284109433964,77.50755399245283,Chikkabanavara,26.05756871390977,373,106,1.8820754716981127,poi_mall,11,11.77777777777778,32.080645363535474,True,7,0.0,106,(low-volume cell),
17269_2881,2nd Cross Road,12.96719391,77.714168422,HAL Old Airport,26.04193247778091,374,50,1.73,poi_techpark,7,8.333333333333334,34.73608258461212,True,4,0.0,50,(low-volume cell),
17242_2890,Jayamahal Main Road,13.006532300970877,77.5929050368932,R.T. Nagar,26.036465783553936,375,103,1.83495145631068,none,9,4.681818181818182,26.56375351591285,True,20,0.0,103,(low-volume cell),
17235_2880,BTP091 - Sirsi Circle,12.96163970642857,77.55990170071429,Chamarajpet,26.015011527147493,376,140,1.4,none,3,5.185185185185185,25.3277177790613,True,25,0.0,140,(low-volume cell),
17270_2865,Sarjapura Main Road,12.8969437,77.7192774,Whitefield,26.0,378,1,2.0,none,1,0.3333333333333333,39.88616450510249,False,1,0.0,1,(low-volume cell),
17261_2883,Kaggadaspura Main Road,12.9741055,77.6784602,Banaswadi,26.0,377,1,2.0,poi_mall,2,0.3333333333333333,39.88616450510249,False,1,0.0,1,(low-volume cell),
17244_2869,BTP130 - GD Mara Junction,12.912149108333333,77.60007279583333,Mico Layout,25.98342840073024,379,24,2.020833333333333,poi_mall,4,3.0,32.74755865568884,False,6,0.0,24,(low-volume cell),
17270_2887,Hoodi Main Road,12.993244408910892,77.71701642970297,Mahadevapura,25.97802450035852,380,101,1.6683168316831682,none,4,9.181818181818182,30.715970125781567,True,9,0.0,101,(low-volume cell),
17258_2853,2nd Cross Road,12.84050255625,77.6634438625,Electronic City,25.940943690654905,381,16,1.4375,poi_techpark,6,1.7777777777777777,31.937063049597025,False,7,0.0,16,(low-volume cell),
17239_2890,3rd Main Road,13.007035510256411,77.57895909487179,Sadashivanagar,25.937644570081268,382,156,1.6923076923076923,poi_mall,11,5.571428571428571,25.03848292876121,True,26,0.0,156,(low-volume cell),
17250_2881,BTP144 - Commando Hospital Junction,12.96816244,77.62833364000001,Halasur,25.923072120459334,383,5,3.0,poi_hospital,7,1.25,37.47126909909157,False,2,0.0,5,(low-volume cell),
17239_2886,BTP054 - Shivananda Circle,12.98828288317757,77.5775675135514,Sheshadripuram,25.9164667403629,384,214,1.1401869158878504,poi_transit,10,6.6875,24.23564364414589,True,30,0.0,214,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17245_2870,"BTP163 - 16th Main Road, BTM Layout",12.916501149999998,77.60496574999999,Mico Layout,25.87432075738637,385,10,2.75,none,8,1.4285714285714286,33.481639240845155,False,5,0.0,10,(low-volume cell),
17237_2881,BTP085 - Briyand Circle,12.96753273148148,77.56920196234567,Chamarajpet,25.840086387140147,386,162,1.021604938271605,none,2,7.043478260869565,26.00283513271572,True,21,0.0061728395061728,162,(low-volume cell),
17242_2894,RT Nagar Main Road,13.02426083463035,77.59231960272373,R.T. Nagar,25.792292551233416,387,257,1.9182879377431907,none,6,18.357142857142858,29.01761886483834,True,12,0.0,257,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17244_2880,BTP172 - Nanjappa Circle,12.961926653174602,77.59916923492064,Ashok Nagar,25.774053781640397,388,1008,1.0178571428571428,none,4,32.516129032258064,24.28714718906868,True,29,0.0,1008,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17263_2849,Hosur Road,12.822315818181815,77.6861684909091,Electronic City,25.70539748850084,389,44,1.2159090909090908,none,7,6.285714285714286,33.263050780060354,False,5,0.0,44,(low-volume cell),
17221_2880,1st Cross Road,12.96193145,77.4982552,Jnanabharathi,25.654707793036707,390,4,1.5,poi_mall,14,1.3333333333333333,39.35645751397681,False,1,0.0,4,(low-volume cell),
17242_2886,BTP034 - LRDE Junction,12.98884331459305,77.59221252567663,High ground,25.64423008385466,391,262,1.0,poi_school,5,6.717948717948718,22.840120214190936,True,37,0.0,262,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17223_2877,Gandhi Marg,12.948200902743482,77.50593293373886,Jnanabharathi,25.6004065816946,392,7,1.0,poi_school,4,2.333333333333333,39.27315493519151,False,1,0.0,7,(low-volume cell),
17253_2869,17th Cross Road,12.912200360000002,77.63938076666666,HSR Layout,25.59202110101329,393,30,1.6,poi_metro,11,3.75,32.254258337191025,False,6,0.0,30,(low-volume cell),
17241_2871,"BTP226 - 33rd Cross, 11th Main, Jayanagar",12.922258256962024,77.5857109670886,Jayanagara,25.565105043225174,394,79,2.0443037974683542,none,8,4.388888888888889,27.26334257984811,True,16,0.0,79,(low-volume cell),
17239_2869,BTP196 - Sarakki Main Road,12.911204181377643,77.57763758691588,J.P. Nagar,25.534506434601816,395,107,2.350467289719626,none,0,13.375,32.181771177959206,True,6,0.0,107,(low-volume cell),
17243_2889,VP Deenadayalu Naidu Road,13.002797059893048,77.59507328449197,R.T. Nagar,25.52486445031297,396,187,1.660427807486631,none,11,9.35,26.60003573035239,True,18,0.0,187,(low-volume cell),
17243_2877,"BTP123 - 10th Cross, Wilson Garden",12.94902538417266,77.5967563381295,Wilson Garden,25.523997685644783,397,139,1.525179856115108,poi_transit,8,4.483870967741935,23.938837886785407,True,29,0.0071942446043165,139,(low-volume cell),
17262_2851,Hosur Road,12.831302522222224,77.68103406666667,Electronic City,25.517609496582416,398,9,1.0,none,2,2.25,36.88518119182827,False,2,0.0,9,(low-volume cell),
17243_2862,Bannerghatta Main Road,12.881828348979592,77.59593889795919,J.P. Nagar,25.478288127556752,399,98,1.8571428571428568,none,7,10.88888888888889,31.36746696762274,True,7,0.0,98,(low-volume cell),
17256_2853,Neeladri Road,12.840225560869566,77.6528266,Electronic City,25.463851372961383,400,23,1.0,poi_techpark,11,4.6,35.20668055308623,False,3,0.0,23,(low-volume cell),
17245_2866,Devara Chikkanahalli Main Road,12.897901994117646,77.60638921176471,Mico Layout,25.452026593859856,401,17,1.8529411764705883,none,2,5.666666666666667,39.04552768118991,False,1,0.0,17,(low-volume cell),
17230_2874,8th Main Road,12.934975759016393,77.53651790614755,Banashankari,25.43849315022668,402,244,1.8504098360655736,poi_school,2,40.66666666666666,33.931183856969284,True,4,0.0,244,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17260_2872,Outer Ring Road,12.924412459662287,77.67343070710811,Bellandur,25.43688598663521,403,67,2.4477611940298507,none,11,4.785714285714286,28.61776870754478,True,12,0.0,67,(low-volume cell),
17254_2854,Neeladri Road,12.843434582686884,77.64428903499483,Electronic City,25.435870600702227,404,106,1.5943396226415094,poi_techpark,13,5.047619047619048,26.22218756309736,True,19,0.0,106,(low-volume cell),
17228_2891,Dr Rajkumar Puniya Bhoomi Road,13.011403161111112,77.5285465,Rajajinagar,25.43444021763212,405,36,1.3055555555555556,poi_mall,4,7.2,35.166016274332456,False,3,0.0,36,(low-volume cell),
17230_2859,Konanakunte Main Road,12.868495323913043,77.53633524565217,Thalagattapura,25.424858661346533,406,46,1.9782608695652173,none,11,6.571428571428571,32.90003063000872,False,5,0.0,46,(low-volume cell),
17253_2867,27th Cross Road,12.904173986524343,77.64068093629604,HSR Layout,25.41083075841984,407,102,1.5588235294117647,none,10,17.0,33.894286321538296,True,4,0.0,102,(low-volume cell),
17239_2875,BTP216 - Yediyur Junction,12.93854806375,77.57786881791667,Basavanagudi,25.40124506916265,408,240,1.2020833333333334,poi_hospital,6,12.63157894736842,26.77132419921524,True,17,0.0,240,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17237_2884,BTP048 - Shanthala Junction,12.978460608536585,77.57074945853658,Chamarajpet,25.28180454244981,409,164,1.0121951219512195,poi_transit,9,7.130434782608695,25.536800991730644,True,21,0.0,164,(low-volume cell),
17232_2901,Soniya Gandhi Road,13.057223591037737,77.54697281273586,Jalahalli,25.248881571466843,410,212,1.05188679245283,none,11,11.77777777777778,26.926113030907885,True,16,0.0,212,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17230_2877,BTP096 - Gali Anjaneya Temple,12.949495633870969,77.53698634838709,Byatarayanapura,25.216513969126183,411,62,1.1048387096774193,none,1,3.875,27.5812952224318,True,14,0.0,62,(low-volume cell),
17230_2887,BTP207 - 8th Main Road Basaveshwara Nagar,12.99216016289308,77.53849662515724,Vijayanagara,25.119740419779934,412,159,1.9968553459119496,none,10,7.227272727272727,25.62846272769612,True,20,0.0,159,(low-volume cell),
17242_2893,RT Nagar Main Road,13.020978106866952,77.59252038712447,R.T. Nagar,25.112461251139084,413,233,1.9871244635193133,none,4,17.923076923076923,28.69202257441716,True,11,0.0,233,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17254_2862,Hosur Road,12.880862193155048,77.64503336706309,Hulimavu,25.10558503025469,414,164,1.1219512195121952,none,2,41.0,36.28960827587781,False,2,0.0,164,(low-volume cell),
17242_2880,BTP064 - Devanga Hostel Junction,12.962541453076923,77.58993059,Halasuru Gate,25.100133813485343,415,130,1.35,poi_school,5,4.642857142857143,24.230005554301787,True,26,0.0,130,(low-volume cell),
17273_2879,HAL Airport Road,12.956493202222171,77.73171158880315,Whitefield,25.06148435319108,416,102,1.0,none,9,6.0,27.05827994330161,True,15,0.0,102,(low-volume cell),
17231_2881,"BTP016 - 5th Main Road, RPC Layout",12.96562603899371,77.54129943773586,Vijayanagara,25.041752998396284,417,159,1.7861635220125789,none,10,6.115384615384615,24.594796176536512,True,24,0.0,159,(low-volume cell),
17246_2894,Dr BR Ambedkar College Road,13.02341916,77.60917686,K.G. Halli,25.02307212045934,418,5,1.0,poi_school,7,1.6666666666666667,38.38747580844942,False,1,0.0,5,(low-volume cell),
17223_2891,Rajgopal Nagar Main Road,13.010795259722222,77.50633090972222,Peenya,25.016847436680056,419,72,1.7361111111111112,none,2,5.538461538461538,28.582779848447394,True,11,0.0,72,(low-volume cell),
17274_2902,Unnamed area,13.063394,77.7361362,K.R. Pura,25.0,420,1,1.0,none,4,0.3333333333333333,38.35208125490624,False,1,0.0,1,(low-volume cell),
17266_2890,Devasandra Main Road,13.007494352272728,77.69773489318182,K.R. Pura,24.984942943046292,421,44,1.8409090909090908,none,11,4.4,28.723234086972216,False,8,0.0909090909090909,44,(low-volume cell),
17252_2880,"BTP145 - Sri Hatti Maramma Circle, Domluru",12.961148391129983,77.63667083312487,Halasur,24.76091604152485,422,235,1.172340425531915,none,10,7.121212121212121,22.983249266606684,True,31,0.0,235,CBD car parking,Occupancy-responsive paid parking (SFpark-style) + clear signage
17225_2874,Mysore Road,12.935740091666666,77.51497757291666,Byatarayanapura,24.745599045265383,423,48,1.0,poi_school,10,2.0869565217391304,24.995187237487777,False,21,0.0,48,(low-volume cell),
17239_2902,Kodigehalli Main Road,13.060325121004512,77.57656623039864,Kodigehalli,24.742464972194988,424,112,1.3392857142857142,poi_school,4,7.0,27.06279035097077,True,14,0.0,112,(low-volume cell),
17228_2876,BTP098 - Nayandahalli Junction,12.944827070833332,77.527770385,Byatarayanapura,24.70459877387401,425,120,1.0541666666666667,poi_hospital,3,8.571428571428571,27.793908975134794,True,12,0.0,120,(low-volume cell),
17224_2884,Kengeri Main Road,12.979718297142856,77.51084132,Jnanabharathi,24.69158562700407,426,35,1.5571428571428572,none,10,2.333333333333333,27.37940429171676,False,13,0.0,35,(low-volume cell),
17244_2882,"BTP099 - Cash Pharmacy, Residency Road",12.971348380526315,77.59960572684211,Cubbon Park,24.69017038093865,427,190,1.0157894736842106,poi_mall,5,4.634146341463414,21.713636448185444,True,39,0.0,190,(low-volume cell),
17226_2902,Mallasandara Main Road,13.0591057,77.5198668,Chikkabanavara,24.615725972469185,428,2,2.0,poi_mall,11,0.6666666666666666,37.76257290578577,False,1,0.0,2,(low-volume cell),
17240_2902,Kodigehalli Main Road,13.05913,77.5805,Kodigehalli,24.615725972469185,429,2,2.0,none,5,0.6666666666666666,37.76257290578577,False,1,0.0,2,(low-volume cell),
17234_2879,BTP092 - Bangalore Builders Junction,12.9584569475,77.55489726375001,Chamarajpet,24.59744233384721,430,80,1.19375,none,2,4.705882352941177,26.55726497196522,True,15,0.0,80,(low-volume cell),
17263_2886,Mahadevapura Flyover,12.99079918016966,77.68765729919895,Mahadevapura,24.56207661864723,431,28,2.5357142857142856,none,6,7.0,35.503978013603096,False,2,0.0,28,(low-volume cell),
17239_2877,BTP184 - Lalbagh West Gate,12.948722810294674,77.57838853254131,V.V.Puram (C.Pet),24.54403595004743,432,179,1.005586592178771,poi_school,3,6.884615384615385,24.105962612907344,True,24,0.0,179,(low-volume cell),
17232_2879,"BTP094 - Sri Skanda Complex, Mysore Road",12.955890679166666,77.54624530833333,Byatarayanapura,24.539305521959548,433,96,1.1875,none,4,5.333333333333333,26.169401298589023,True,16,0.0,96,(low-volume cell),
17249_2888,Banaswadi Main Road,12.998983550331126,77.62410695298014,Pulikeshinagar(F.Town),24.52821875383402,434,151,1.854304635761589,poi_techpark,4,12.583333333333334,28.49088228075155,True,10,0.0,151,(low-volume cell),
17234_2893,Subedar Chatram Road,13.01956201797753,77.55567890674158,Yeshwanthpura,24.52249902457086,435,178,1.050561797752809,poi_transit,4,7.739130434782608,24.769836993198016,True,21,0.0,178,(low-volume cell),
17236_2895,MSRE College Road,13.029922527777778,77.56288816666667,Yeshwanthpura,24.47888466207657,436,36,1.3472222222222223,poi_school,3,4.5,30.8513449008394,False,6,0.0,36,(low-volume cell),
17240_2889,Sankey Road,13.0039632,77.5829732,Sadashivanagar,24.437514624310456,437,18,1.0277777777777777,poi_market,8,1.0588235294117647,25.551501952644077,False,15,0.0555555555555555,18,(low-volume cell),
17253_2878,Domlur Inner Ring Road,12.953212012,77.64065466400001,Jeevanbheemanagar,24.43193247778091,438,50,2.34,none,8,5.555555555555555,30.07925144402051,True,7,0.0,50,(low-volume cell),
17263_2868,Sarjapura Main Road,12.910064505633802,77.6863325028169,Bellandur,24.427972687133728,439,71,1.9577464788732395,none,10,5.916666666666667,28.374440931539432,True,10,0.0,71,(low-volume cell),
17268_2879,Marathahalli Bridge Service Road,12.95658039,77.70866843249999,HAL Old Airport,24.409942333847205,440,80,1.85,none,2,16.0,33.74953103046915,True,3,0.0,80,(low-volume cell),
17257_2881,1st Cross Road,12.966820373863635,77.65828947727273,Jeevanbheemanagar,24.40017967303528,441,88,1.5,none,9,12.571428571428571,31.23379533552115,True,5,0.0227272727272727,88,(low-volume cell),
17241_2874,BTP218 - Syndicate Bank Junction,12.937227662746109,77.58512598684467,Wilson Garden,24.331444444785586,442,273,1.1336996336996337,none,12,22.75,27.988864111382608,True,10,0.0183150183150183,273,Two-wheeler spillover,Add two-wheeler parking supply; mark legal bays near transit/markets
17268_2886,Hoodi Main Road,12.987976310526316,77.70910732368421,Mahadevapura,24.32286822175292,443,38,2.0,poi_techpark,8,6.333333333333333,32.44310536348651,False,4,0.0,38,(low-volume cell),
17255_2871,27th Main Road,12.922948806777791,77.65147275219864,HSR Layout,24.32269982128967,444,99,1.914141414141414,none,10,3.6666666666666665,23.680115461628517,True,25,0.0,99,(low-volume cell),
17262_2888,Outer Ring Road,12.99970250526316,77.68188498421053,Mahadevapura,24.32203166796438,445,19,1.947368421052632,poi_transit,2,1.9,29.317937637906866,False,8,0.0,19,(low-volume cell),
17272_2884,ITPL Main Road,12.980307920833331,77.72665530416667,Mahadevapura,24.30842840073024,446,24,1.6041666666666667,poi_techpark,7,4.8,33.609176432785176,False,3,0.0,24,(low-volume cell),
17264_2886,MN Krishnarao Road,12.989229946409342,77.68877780187741,Mahadevapura,24.305464759595196,447,8,2.0,none,5,2.6666666666666665,37.28660637593021,False,1,0.0,8,(low-volume cell),
17266_2845,Hosur Road,12.8062843075,77.6984549725,Electronic City,24.23636003067508,448,40,1.05,none,5,10.0,35.033161365744846,False,2,0.0,40,(low-volume cell),
17249_2876,20th Main Road,12.9425827,77.62228297888889,Adugodi,24.175641261274173,449,90,1.9722222222222223,none,5,4.5,25.193979878165013,True,18,0.0,90,(low-volume cell),
17251_2872,80 Feet Road,12.925922090909092,77.63338050454544,Adugodi,24.11489755286266,450,154,1.1006493506493509,none,11,6.16,23.89960244441288,True,23,0.0,154,(low-volume cell),
17279_2890,Whitefield Main Road,13.007482574528302,77.75773873679246,Mahadevapura,24.10725424850097,451,106,1.990566037735849,none,11,13.25,30.38296988199612,True,6,0.0,106,(low-volume cell),
17248_2922,Bengaluru Bellary Road,13.150956163636364,77.61920060909091,Chikkajala,24.04556978360101,452,11,1.0,poi_school,1,1.8333333333333333,32.0732302992436,False,4,0.0,11,(low-volume cell),
17265_2868,Sarjapura Main Road,12.906999399967525,77.69606438170038,Bellandur,24.016754946584648,453,149,1.8993288590604027,none,7,9.933333333333334,26.631114477252563,True,13,0.0,149,(low-volume cell),
